Team A,Team B,Value
"('Ashe', 'Rell')","('Corki bot', 'Rakan')",0.4012750000000001
"('Ashe', 'Rell')","('Corki bot', 'Pyke')",0.3854000000000001
"('Ashe', 'Rell')","('Corki bot', 'Thresh')",0.5030249999999999
"('Ashe', 'Rell')","('Corki bot', 'Karma')",0.56085
"('Ashe', 'Rell')","('Corki bot', 'Nami')",0.423
"('Ashe', 'Rell')","('Corki bot', 'Braum')",0.38822499999999993
"('Ashe', 'Rell')","('Corki bot', 'Leona')",0.4561
"('Ashe', 'Rell')","('Caitlyn', 'Nautilus')",0.680725
"('Ashe', 'Rell')","('Caitlyn', 'Lulu')",0.5875250000000001
"('Ashe', 'Rell')","('Caitlyn', 'Rakan')",0.42807500000000004
"('Ashe', 'Rell')","('Caitlyn', 'Pyke')",0.56895
"('Ashe', 'Rell')","('Caitlyn', 'Thresh')",0.508575
"('Ashe', 'Rell')","('Caitlyn', 'Karma')",0.5661499999999999
"('Ashe', 'Rell')","('Caitlyn', 'Nami')",0.6473
"('Ashe', 'Rell')","('Caitlyn', 'Braum')",0.489025
"('Ashe', 'Rell')","('Caitlyn', 'Leona')",0.5369000000000002
"('Ashe', 'Rell')","('Jinx', 'Nautilus')",0.6185
"('Ashe', 'Rell')","('Jinx', 'Lulu')",0.5160500000000001
"('Ashe', 'Rell')","('Jinx', 'Rakan')",0.55135
"('Ashe', 'Rell')","('Jinx', 'Pyke')",0.5227250000000001
"('Ashe', 'Rell')","('Jinx', 'Thresh')",0.4608500000000001
"('Ashe', 'Rell')","('Jinx', 'Karma')",0.473175
"('Ashe', 'Rell')","('Jinx', 'Nami')",0.5210750000000001
"('Ashe', 'Rell')","('Jinx', 'Braum')",0.50055
"('Ashe', 'Rell')","('Jinx', 'Leona')",0.37417500000000004
"('Ashe', 'Rell')","(""Kog'Maw"", 'Nautilus')",0.5549000000000002
"('Ashe', 'Rell')","(""Kog'Maw"", 'Lulu')",0.5197000000000002
"('Ashe', 'Rell')","(""Kog'Maw"", 'Rakan')",0.5970000000000002
"('Ashe', 'Rell')","(""Kog'Maw"", 'Pyke')",0.41737500000000005
"('Ashe', 'Rell')","(""Kog'Maw"", 'Thresh')",0.4892500000000002
"('Ashe', 'Rell')","(""Kog'Maw"", 'Karma')",0.4473250000000001
"('Ashe', 'Rell')","(""Kog'Maw"", 'Nami')",0.5994750000000001
"('Ashe', 'Rell')","(""Kog'Maw"", 'Braum')",0.5872
"('Ashe', 'Rell')","(""Kog'Maw"", 'Leona')",0.5380750000000002
"('Ashe', 'Rell')","('Xayah', 'Nautilus')",0.5643
"('Ashe', 'Rell')","('Xayah', 'Lulu')",0.5698500000000002
"('Ashe', 'Rell')","('Xayah', 'Rakan')",0.5329
"('Ashe', 'Rell')","('Xayah', 'Pyke')",0.45302500000000007
"('Ashe', 'Rell')","('Xayah', 'Thresh')",0.5374
"('Ashe', 'Rell')","('Xayah', 'Karma')",0.623475
"('Ashe', 'Rell')","('Xayah', 'Nami')",0.669625
"('Ashe', 'Rell')","('Xayah', 'Braum')",0.4971000000000001
"('Ashe', 'Rell')","('Xayah', 'Leona')",0.6299750000000001
"('Ashe', 'Rell')","('Aphelios', 'Nautilus')",0.666475
"('Ashe', 'Rell')","('Aphelios', 'Lulu')",0.579775
"('Ashe', 'Rell')","('Aphelios', 'Rakan')",0.4350750000000001
"('Ashe', 'Rell')","('Aphelios', 'Pyke')",0.5969500000000001
"('Ashe', 'Rell')","('Aphelios', 'Thresh')",0.584075
"('Ashe', 'Rell')","('Aphelios', 'Karma')",0.6949000000000001
"('Ashe', 'Rell')","('Aphelios', 'Nami')",0.6905500000000001
"('Ashe', 'Rell')","('Aphelios', 'Braum')",0.649525
"('Ashe', 'Rell')","('Aphelios', 'Leona')",0.72465
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Rell')",0.4621749999999999
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Lulu')",0.55375
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Rakan')",0.5314999999999999
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Pyke')",0.6004999999999999
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Thresh')",0.5731749999999998
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Karma')",0.537
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Nami')",0.6562749999999999
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Braum')",0.49105000000000004
"('Ashe', 'Nautilus')","(""Kai'Sa"", 'Leona')",0.4981999999999999
"('Ashe', 'Nautilus')","('Jhin', 'Rell')",0.5253249999999999
"('Ashe', 'Nautilus')","('Jhin', 'Lulu')",0.65715
"('Ashe', 'Nautilus')","('Jhin', 'Rakan')",0.5374
"('Ashe', 'Nautilus')","('Jhin', 'Pyke')",0.6028999999999999
"('Ashe', 'Nautilus')","('Jhin', 'Thresh')",0.638075
"('Ashe', 'Nautilus')","('Jhin', 'Karma')",0.5436499999999999
"('Ashe', 'Nautilus')","('Jhin', 'Nami')",0.5001749999999999
"('Ashe', 'Nautilus')","('Jhin', 'Braum')",0.5442
"('Ashe', 'Nautilus')","('Jhin', 'Leona')",0.5581
"('Ashe', 'Nautilus')","('Ezreal', 'Rell')",0.53215
"('Ashe', 'Nautilus')","('Ezreal', 'Lulu')",0.5177249999999999
"('Ashe', 'Nautilus')","('Ezreal', 'Rakan')",0.538725
"('Ashe', 'Nautilus')","('Ezreal', 'Pyke')",0.6157250000000001
"('Ashe', 'Nautilus')","('Ezreal', 'Thresh')",0.6366499999999999
"('Ashe', 'Nautilus')","('Ezreal', 'Karma')",0.564975
"('Ashe', 'Nautilus')","('Ezreal', 'Nami')",0.5822499999999999
"('Ashe', 'Nautilus')","('Ezreal', 'Braum')",0.4620250000000001
"('Ashe', 'Nautilus')","('Ezreal', 'Leona')",0.5489249999999999
"('Ashe', 'Nautilus')","('Corki bot', 'Rell')",0.35627499999999995
"('Ashe', 'Nautilus')","('Corki bot', 'Lulu')",0.4875999999999998
"('Ashe', 'Nautilus')","('Corki bot', 'Rakan')",0.35334999999999994
"('Ashe', 'Nautilus')","('Corki bot', 'Pyke')",0.3411
"('Ashe', 'Nautilus')","('Corki bot', 'Thresh')",0.4615249999999999
"('Ashe', 'Nautilus')","('Corki bot', 'Karma')",0.5170999999999999
"('Ashe', 'Nautilus')","('Corki bot', 'Nami')",0.386125
"('Ashe', 'Nautilus')","('Corki bot', 'Braum')",0.3326499999999999
"('Ashe', 'Nautilus')","('Corki bot', 'Leona')",0.3997999999999999
"('Ashe', 'Nautilus')","('Caitlyn', 'Rell')",0.5186749999999999
"('Ashe', 'Nautilus')","('Caitlyn', 'Lulu')",0.5355
"('Ashe', 'Nautilus')","('Caitlyn', 'Rakan')",0.37150000000000005
"('Ashe', 'Nautilus')","('Caitlyn', 'Pyke')",0.5159999999999999
"('Ashe', 'Nautilus')","('Caitlyn', 'Thresh')",0.45842499999999986
"('Ashe', 'Nautilus')","('Caitlyn', 'Karma')",0.5137499999999998
"('Ashe', 'Nautilus')","('Caitlyn', 'Nami')",0.6017750000000001
"('Ashe', 'Nautilus')","('Caitlyn', 'Braum')",0.4247999999999999
"('Ashe', 'Nautilus')","('Caitlyn', 'Leona')",0.4719500000000001
"('Ashe', 'Nautilus')","('Jinx', 'Rell')",0.4019
"('Ashe', 'Nautilus')","('Jinx', 'Lulu')",0.480975
"('Ashe', 'Nautilus')","('Jinx', 'Rakan')",0.511725
"('Ashe', 'Nautilus')","('Jinx', 'Pyke')",0.486725
"('Ashe', 'Nautilus')","('Jinx', 'Thresh')",0.4276499999999999
"('Ashe', 'Nautilus')","('Jinx', 'Karma')",0.43772499999999986
"('Ashe', 'Nautilus')","('Jinx', 'Nami')",0.4925
"('Ashe', 'Nautilus')","('Jinx', 'Braum')",0.4532749999999999
"('Ashe', 'Nautilus')","('Jinx', 'Leona')",0.32617499999999994
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Rell')",0.3835499999999999
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Lulu')",0.45212500000000005
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Rakan')",0.524875
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Pyke')",0.3488749999999999
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Thresh')",0.42355000000000004
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Karma')",0.3793749999999999
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Nami')",0.5384
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Braum')",0.5074249999999999
"('Ashe', 'Nautilus')","(""Kog'Maw"", 'Leona')",0.45757500000000007
"('Ashe', 'Nautilus')","('Xayah', 'Rell')",0.48547500000000005
"('Ashe', 'Nautilus')","('Xayah', 'Lulu')",0.5198
"('Ashe', 'Nautilus')","('Xayah', 'Rakan')",0.4783
"('Ashe', 'Nautilus')","('Xayah', 'Pyke')",0.40204999999999996
"('Ashe', 'Nautilus')","('Xayah', 'Thresh')",0.48922499999999985
"('Ashe', 'Nautilus')","('Xayah', 'Karma')",0.57305
"('Ashe', 'Nautilus')","('Xayah', 'Nami')",0.6260749999999999
"('Ashe', 'Nautilus')","('Xayah', 'Braum')",0.4348499999999999
"('Ashe', 'Nautilus')","('Xayah', 'Leona')",0.5669999999999998
"('Ashe', 'Nautilus')","('Aphelios', 'Rell')",0.524575
"('Ashe', 'Nautilus')","('Aphelios', 'Lulu')",0.5278999999999999
"('Ashe', 'Nautilus')","('Aphelios', 'Rakan')",0.37864999999999993
"('Ashe', 'Nautilus')","('Aphelios', 'Pyke')",0.5441499999999999
"('Ashe', 'Nautilus')","('Aphelios', 'Thresh')",0.5340749999999999
"('Ashe', 'Nautilus')","('Aphelios', 'Karma')",0.64265
"('Ashe', 'Nautilus')","('Aphelios', 'Nami')",0.6451749999999998
"('Ashe', 'Nautilus')","('Aphelios', 'Braum')",0.5854499999999999
"('Ashe', 'Nautilus')","('Aphelios', 'Leona')",0.6598499999999999
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Rell')",0.5077499999999999
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Nautilus')",0.645275
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Rakan')",0.5797
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Pyke')",0.6299499999999999
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Thresh')",0.6184999999999999
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Karma')",0.5804250000000001
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Nami')",0.68845
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Braum')",0.5644250000000001
"('Ashe', 'Lulu')","(""Kai'Sa"", 'Leona')",0.5509249999999999
"('Ashe', 'Lulu')","('Jhin', 'Rell')",0.5549999999999998
"('Ashe', 'Lulu')","('Jhin', 'Nautilus')",0.6342749999999999
"('Ashe', 'Lulu')","('Jhin', 'Rakan')",0.5697
"('Ashe', 'Lulu')","('Jhin', 'Pyke')",0.6164499999999999
"('Ashe', 'Lulu')","('Jhin', 'Thresh')",0.6674999999999999
"('Ashe', 'Lulu')","('Jhin', 'Karma')",0.5711749999999999
"('Ashe', 'Lulu')","('Jhin', 'Nami')",0.5164499999999999
"('Ashe', 'Lulu')","('Jhin', 'Braum')",0.6016750000000001
"('Ashe', 'Lulu')","('Jhin', 'Leona')",0.594925
"('Ashe', 'Lulu')","('Ezreal', 'Rell')",0.5679500000000001
"('Ashe', 'Lulu')","('Ezreal', 'Nautilus')",0.5979749999999999
"('Ashe', 'Lulu')","('Ezreal', 'Rakan')",0.57715
"('Ashe', 'Lulu')","('Ezreal', 'Pyke')",0.6354000000000001
"('Ashe', 'Lulu')","('Ezreal', 'Thresh')",0.6722
"('Ashe', 'Lulu')","('Ezreal', 'Karma')",0.598625
"('Ashe', 'Lulu')","('Ezreal', 'Nami')",0.6046499999999999
"('Ashe', 'Lulu')","('Ezreal', 'Braum')",0.525625
"('Ashe', 'Lulu')","('Ezreal', 'Leona')",0.5918749999999998
"('Ashe', 'Lulu')","('Corki bot', 'Rell')",0.421425
"('Ashe', 'Lulu')","('Corki bot', 'Nautilus')",0.5294500000000001
"('Ashe', 'Lulu')","('Corki bot', 'Rakan')",0.421125
"('Ashe', 'Lulu')","('Corki bot', 'Pyke')",0.39012500000000006
"('Ashe', 'Lulu')","('Corki bot', 'Thresh')",0.5264249999999999
"('Ashe', 'Lulu')","('Corki bot', 'Karma')",0.5801
"('Ashe', 'Lulu')","('Corki bot', 'Nami')",0.43787499999999985
"('Ashe', 'Lulu')","('Corki bot', 'Braum')",0.42559999999999987
"('Ashe', 'Lulu')","('Corki bot', 'Leona')",0.47209999999999996
"('Ashe', 'Lulu')","('Caitlyn', 'Rell')",0.556175
"('Ashe', 'Lulu')","('Caitlyn', 'Nautilus')",0.6532000000000001
"('Ashe', 'Lulu')","('Caitlyn', 'Rakan')",0.4116250000000001
"('Ashe', 'Lulu')","('Caitlyn', 'Pyke')",0.5373749999999999
"('Ashe', 'Lulu')","('Caitlyn', 'Thresh')",0.495675
"('Ashe', 'Lulu')","('Caitlyn', 'Karma')",0.5490999999999999
"('Ashe', 'Lulu')","('Caitlyn', 'Nami')",0.6258750000000001
"('Ashe', 'Lulu')","('Caitlyn', 'Braum')",0.49010000000000004
"('Ashe', 'Lulu')","('Caitlyn', 'Leona')",0.5166000000000001
"('Ashe', 'Lulu')","('Jinx', 'Rell')",0.43535
"('Ashe', 'Lulu')","('Jinx', 'Nautilus')",0.6038749999999999
"('Ashe', 'Lulu')","('Jinx', 'Rakan')",0.5478000000000001
"('Ashe', 'Lulu')","('Jinx', 'Pyke')",0.5040500000000001
"('Ashe', 'Lulu')","('Jinx', 'Thresh')",0.4608499999999999
"('Ashe', 'Lulu')","('Jinx', 'Karma')",0.4690249999999999
"('Ashe', 'Lulu')","('Jinx', 'Nami')",0.51255
"('Ashe', 'Lulu')","('Jinx', 'Braum')",0.514525
"('Ashe', 'Lulu')","('Jinx', 'Leona')",0.36677499999999996
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Rell')",0.43694999999999995
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Nautilus')",0.5277250000000001
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Rakan')",0.5809000000000001
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Pyke')",0.38614999999999994
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Thresh')",0.4767
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Karma')",0.430625
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Nami')",0.5784
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Braum')",0.5886250000000001
"('Ashe', 'Lulu')","(""Kog'Maw"", 'Leona')",0.518125
"('Ashe', 'Lulu')","('Xayah', 'Rell')",0.5527000000000001
"('Ashe', 'Lulu')","('Xayah', 'Nautilus')",0.568475
"('Ashe', 'Lulu')","('Xayah', 'Rakan')",0.54815
"('Ashe', 'Lulu')","('Xayah', 'Pyke')",0.45315
"('Ashe', 'Lulu')","('Xayah', 'Thresh')",0.5561999999999999
"('Ashe', 'Lulu')","('Xayah', 'Karma')",0.638125
"('Ashe', 'Lulu')","('Xayah', 'Nami')",0.6799
"('Ashe', 'Lulu')","('Xayah', 'Braum')",0.529875
"('Ashe', 'Lulu')","('Xayah', 'Leona')",0.6413749999999999
"('Ashe', 'Lulu')","('Aphelios', 'Rell')",0.5690000000000001
"('Ashe', 'Lulu')","('Aphelios', 'Nautilus')",0.6460250000000001
"('Ashe', 'Lulu')","('Aphelios', 'Rakan')",0.4257000000000001
"('Ashe', 'Lulu')","('Aphelios', 'Pyke')",0.57245
"('Ashe', 'Lulu')","('Aphelios', 'Thresh')",0.5782499999999999
"('Ashe', 'Lulu')","('Aphelios', 'Karma')",0.6849250000000001
"('Ashe', 'Lulu')","('Aphelios', 'Nami')",0.6761999999999999
"('Ashe', 'Lulu')","('Aphelios', 'Braum')",0.657675
"('Ashe', 'Lulu')","('Aphelios', 'Leona')",0.711425
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Rell')",0.53025
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Nautilus')",0.6723250000000001
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Lulu')",0.6107500000000001
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Pyke')",0.6650999999999999
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Thresh')",0.63155
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Karma')",0.6029750000000001
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Nami')",0.7052250000000001
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Braum')",0.5599500000000001
"('Ashe', 'Rakan')","(""Kai'Sa"", 'Leona')",0.571525
"('Ashe', 'Rakan')","('Jhin', 'Rell')",0.563775
"('Ashe', 'Rakan')","('Jhin', 'Nautilus')",0.6476000000000001
"('Ashe', 'Rakan')","('Jhin', 'Lulu')",0.684525
"('Ashe', 'Rakan')","('Jhin', 'Pyke')",0.637875
"('Ashe', 'Rakan')","('Jhin', 'Thresh')",0.666825
"('Ashe', 'Rakan')","('Jhin', 'Karma')",0.5799999999999998
"('Ashe', 'Rakan')","('Jhin', 'Nami')",0.5195
"('Ashe', 'Rakan')","('Jhin', 'Braum')",0.5834750000000001
"('Ashe', 'Rakan')","('Jhin', 'Leona')",0.6018000000000001
"('Ashe', 'Rakan')","('Ezreal', 'Rell')",0.5734
"('Ashe', 'Rakan')","('Ezreal', 'Nautilus')",0.6079749999999999
"('Ashe', 'Rakan')","('Ezreal', 'Lulu')",0.5478999999999999
"('Ashe', 'Rakan')","('Ezreal', 'Pyke')",0.6535
"('Ashe', 'Rakan')","('Ezreal', 'Thresh')",0.6682
"('Ashe', 'Rakan')","('Ezreal', 'Karma')",0.6041249999999999
"('Ashe', 'Rakan')","('Ezreal', 'Nami')",0.604375
"('Ashe', 'Rakan')","('Ezreal', 'Braum')",0.5041000000000001
"('Ashe', 'Rakan')","('Ezreal', 'Leona')",0.595425
"('Ashe', 'Rakan')","('Corki bot', 'Rell')",0.4039750000000001
"('Ashe', 'Rakan')","('Corki bot', 'Nautilus')",0.5165500000000001
"('Ashe', 'Rakan')","('Corki bot', 'Lulu')",0.5242249999999999
"('Ashe', 'Rakan')","('Corki bot', 'Pyke')",0.3853250000000001
"('Ashe', 'Rakan')","('Corki bot', 'Thresh')",0.499525
"('Ashe', 'Rakan')","('Corki bot', 'Karma')",0.5626999999999999
"('Ashe', 'Rakan')","('Corki bot', 'Nami')",0.4147
"('Ashe', 'Rakan')","('Corki bot', 'Braum')",0.38117499999999993
"('Ashe', 'Rakan')","('Corki bot', 'Leona')",0.45275000000000004
"('Ashe', 'Rakan')","('Caitlyn', 'Rell')",0.564525
"('Ashe', 'Rakan')","('Caitlyn', 'Nautilus')",0.6661000000000001
"('Ashe', 'Rakan')","('Caitlyn', 'Lulu')",0.5702750000000001
"('Ashe', 'Rakan')","('Caitlyn', 'Pyke')",0.558375
"('Ashe', 'Rakan')","('Caitlyn', 'Thresh')",0.49457499999999993
"('Ashe', 'Rakan')","('Caitlyn', 'Karma')",0.5575
"('Ashe', 'Rakan')","('Caitlyn', 'Nami')",0.6285000000000001
"('Ashe', 'Rakan')","('Caitlyn', 'Braum')",0.4714749999999999
"('Ashe', 'Rakan')","('Caitlyn', 'Leona')",0.5230500000000001
"('Ashe', 'Rakan')","('Jinx', 'Rell')",0.43980000000000014
"('Ashe', 'Rakan')","('Jinx', 'Nautilus')",0.6128750000000001
"('Ashe', 'Rakan')","('Jinx', 'Lulu')",0.5078
"('Ashe', 'Rakan')","('Jinx', 'Pyke')",0.5211500000000001
"('Ashe', 'Rakan')","('Jinx', 'Thresh')",0.4558500000000001
"('Ashe', 'Rakan')","('Jinx', 'Karma')",0.4735249999999999
"('Ashe', 'Rakan')","('Jinx', 'Nami')",0.5112749999999999
"('Ashe', 'Rakan')","('Jinx', 'Braum')",0.49200000000000005
"('Ashe', 'Rakan')","('Jinx', 'Leona')",0.369325
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Rell')",0.4487
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Nautilus')",0.544025
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Lulu')",0.5062000000000001
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Pyke')",0.4105499999999999
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Thresh')",0.47900000000000004
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Karma')",0.4424249999999999
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Nami')",0.5844250000000001
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Braum')",0.5734
"('Ashe', 'Rakan')","(""Kog'Maw"", 'Leona')",0.5279750000000001
"('Ashe', 'Rakan')","('Xayah', 'Rell')",0.5400500000000001
"('Ashe', 'Rakan')","('Xayah', 'Nautilus')",0.5603750000000001
"('Ashe', 'Rakan')","('Xayah', 'Lulu')",0.5633
"('Ashe', 'Rakan')","('Xayah', 'Pyke')",0.45315000000000005
"('Ashe', 'Rakan')","('Xayah', 'Thresh')",0.5341
"('Ashe', 'Rakan')","('Xayah', 'Karma')",0.625525
"('Ashe', 'Rakan')","('Xayah', 'Nami')",0.661525
"('Ashe', 'Rakan')","('Xayah', 'Braum')",0.4902500000000001
"('Ashe', 'Rakan')","('Xayah', 'Leona')",0.6268250000000001
"('Ashe', 'Rakan')","('Aphelios', 'Rell')",0.592925
"('Ashe', 'Rakan')","('Aphelios', 'Nautilus')",0.6745
"('Ashe', 'Rakan')","('Aphelios', 'Lulu')",0.585175
"('Ashe', 'Rakan')","('Aphelios', 'Pyke')",0.609025
"('Ashe', 'Rakan')","('Aphelios', 'Thresh')",0.592725
"('Ashe', 'Rakan')","('Aphelios', 'Karma')",0.7089
"('Ashe', 'Rakan')","('Aphelios', 'Nami')",0.6944
"('Ashe', 'Rakan')","('Aphelios', 'Braum')",0.6546249999999999
"('Ashe', 'Rakan')","('Aphelios', 'Leona')",0.73345
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Rell')",0.463325
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Nautilus')",0.6017750000000001
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Lulu')",0.5589500000000001
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Rakan')",0.5286
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Thresh')",0.564775
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Karma')",0.5453250000000002
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Nami')",0.6426500000000002
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Braum')",0.5087
"('Ashe', 'Pyke')","(""Kai'Sa"", 'Leona')",0.514125
"('Ashe', 'Pyke')","('Jhin', 'Rell')",0.5402749999999998
"('Ashe', 'Pyke')","('Jhin', 'Nautilus')",0.620475
"('Ashe', 'Pyke')","('Jhin', 'Lulu')",0.6761500000000001
"('Ashe', 'Pyke')","('Jhin', 'Rakan')",0.5483
"('Ashe', 'Pyke')","('Jhin', 'Thresh')",0.643475
"('Ashe', 'Pyke')","('Jhin', 'Karma')",0.5657749999999999
"('Ashe', 'Pyke')","('Jhin', 'Nami')",0.50035
"('Ashe', 'Pyke')","('Jhin', 'Braum')",0.5756500000000001
"('Ashe', 'Pyke')","('Jhin', 'Leona')",0.5878250000000002
"('Ashe', 'Pyke')","('Ezreal', 'Rell')",0.529225
"('Ashe', 'Pyke')","('Ezreal', 'Nautilus')",0.560175
"('Ashe', 'Pyke')","('Ezreal', 'Lulu')",0.5188499999999999
"('Ashe', 'Pyke')","('Ezreal', 'Rakan')",0.5317500000000002
"('Ashe', 'Pyke')","('Ezreal', 'Thresh')",0.6241750000000001
"('Ashe', 'Pyke')","('Ezreal', 'Karma')",0.569225
"('Ashe', 'Pyke')","('Ezreal', 'Nami')",0.56455
"('Ashe', 'Pyke')","('Ezreal', 'Braum')",0.4756000000000002
"('Ashe', 'Pyke')","('Ezreal', 'Leona')",0.560775
"('Ashe', 'Pyke')","('Corki bot', 'Rell')",0.37010000000000004
"('Ashe', 'Pyke')","('Corki bot', 'Nautilus')",0.47905000000000014
"('Ashe', 'Pyke')","('Corki bot', 'Lulu')",0.505475
"('Ashe', 'Pyke')","('Corki bot', 'Rakan')",0.3631250000000001
"('Ashe', 'Pyke')","('Corki bot', 'Thresh')",0.4658
"('Ashe', 'Pyke')","('Corki bot', 'Karma')",0.5380999999999999
"('Ashe', 'Pyke')","('Corki bot', 'Nami')",0.385175
"('Ashe', 'Pyke')","('Corki bot', 'Braum')",0.362975
"('Ashe', 'Pyke')","('Corki bot', 'Leona')",0.42840000000000006
"('Ashe', 'Pyke')","('Caitlyn', 'Rell')",0.5194
"('Ashe', 'Pyke')","('Caitlyn', 'Nautilus')",0.6173500000000001
"('Ashe', 'Pyke')","('Caitlyn', 'Lulu')",0.5402750000000001
"('Ashe', 'Pyke')","('Caitlyn', 'Rakan')",0.3681750000000001
"('Ashe', 'Pyke')","('Caitlyn', 'Thresh')",0.4496
"('Ashe', 'Pyke')","('Caitlyn', 'Karma')",0.5216500000000001
"('Ashe', 'Pyke')","('Caitlyn', 'Nami')",0.5877250000000002
"('Ashe', 'Pyke')","('Caitlyn', 'Braum')",0.442025
"('Ashe', 'Pyke')","('Caitlyn', 'Leona')",0.4874500000000001
"('Ashe', 'Pyke')","('Jinx', 'Rell')",0.4052750000000001
"('Ashe', 'Pyke')","('Jinx', 'Nautilus')",0.574725
